,Order Date,Category,Sub-Category,Product Name,Sales,Quantity
303,2013-03-12,Office Supplies,Binders,GBC VeloBind Cover Sets,24.704,2
304,2013-03-12,Office Supplies,Storage,X-Rack File for Hanging Folders,33.87,3
305,2013-03-12,Office Supplies,Paper,Xerox 192,25.92,4
306,2013-03-12,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",14.52,3
307,2013-04-02,Office Supplies,Storage,Safco Commercial Shelving,93.02,2
308,2013-04-03,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3
309,2013-04-03,Office Supplies,Supplies,"Elite 5"" Scissors",25.35,3
310,2013-04-06,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2
311,2013-04-07,Office Supplies,Paper,Xerox 200,12.96,2
312,2013-04-07,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.96,2
313,2013-04-10,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,915.136,4
314,2013-04-10,Office Supplies,Paper,Xerox 1891,97.82,2
315,2013-04-10,Office Supplies,Paper,Xerox 1900,8.56,2
316,2013-04-10,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,6.16,2
317,2013-04-11,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,4
318,2013-04-11,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584,2
319,2013-04-11,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5
320,2013-04-11,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3
321,2013-04-11,Office Supplies,Labels,Avery 50,87.71,7
322,2013-04-11,Office Supplies,Paper,Xerox 1892,116.28,3
323,2013-04-11,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",43.584,12
324,2013-04-11,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,43.32,2
325,2013-04-11,Office Supplies,Fasteners,Stockwell Push Pins,15.26,7
326,2013-04-11,Office Supplies,Paper,Xerox 22,19.44,3
327,2013-04-11,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.296,2
328,2013-04-12,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5
329,2013-04-12,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,4
330,2013-04-12,Furniture,Tables,Hon 4060 Series Tables,268.704,3
331,2013-04-12,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666,2
332,2013-04-12,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,111.9,6
333,2013-04-12,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,48.72,3
334,2013-04-12,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,21.92,8
335,2013-05-02,Furniture,Tables,Chromcraft Round Conference Tables,557.728,4
336,2013-05-02,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,159.968,4
337,2013-05-02,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,3
338,2013-05-02,Office Supplies,Labels,Avery 508,14.73,3
339,2013-05-03,Office Supplies,Art,Berol Giant Pencil Sharpener,16.99,1
340,2013-05-07,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.165,5
341,2013-05-07,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4
342,2013-05-07,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,2
343,2013-05-07,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5
344,2013-05-08,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784,3
345,2013-05-08,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,20.952,3
346,2013-05-08,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384,2
347,2013-05-09,Technology,Copiers,Canon PC1060 Personal Laser Copier,2799.96,5
348,2013-05-09,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",24.27,3
349,2013-05-11,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,192.8,4
350,2013-05-11,Technology,Machines,Okidata B400 Printer,686.4,2
351,2013-05-11,Office Supplies,Paper,Xerox 229,38.88,6
352,2013-05-11,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,38.29,7
353,2013-05-11,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2
354,2013-05-11,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,4.176,1
355,2013-05-12,Office Supplies,Paper,Xerox 1915,104.85,1
356,2013-06-05,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.776,3
357,2013-06-05,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.168,3
358,2013-06-05,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2
359,2013-06-05,Office Supplies,Binders,Computer Printout Index Tabs,6.72,5
360,2013-06-05,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1
361,2013-06-06,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,4
362,2013-06-06,Office Supplies,Binders,Avery Non-Stick Binders,21.552,6
363,2013-06-09,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,116.0,8
364,2013-06-09,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2
365,2013-06-09,Office Supplies,Fasteners,Advantus Push Pins,4.36,2
366,2013-06-09,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",11.68,2
367,2013-06-11,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,72.0,4
368,2013-06-11,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2
369,2013-06-11,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53.248,2
370,2013-06-11,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3
371,2013-06-11,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12,5
372,2013-07-01,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,1
373,2013-07-02,Technology,Phones,Motorola L703CM,623.96,5
374,2013-07-05,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",41.6,4
375,2013-07-06,Technology,Phones,Samsung Galaxy Mega 6.3,3023.928,9
376,2013-07-06,Technology,Phones,Bose SoundLink Bluetooth Speaker,477.6,3
377,2013-07-06,Office Supplies,Paper,Xerox Blank Computer Paper,99.9,5
378,2013-07-06,Office Supplies,Labels,Avery 488,22.05,7
379,2013-07-06,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,26.96,2
380,2013-07-08,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,211.168,4
381,2013-07-11,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3
382,2013-07-11,Furniture,Chairs,"Global Task Chair, Black",81.424,2
383,2013-07-11,Office Supplies,Storage,Eldon Portable Mobile Manager,84.84,3
384,2013-07-12,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,437.472,14
385,2013-07-12,Technology,Phones,Avaya 5410 Digital phone,271.96,5
386,2013-07-12,Technology,Phones,Cisco SPA301,249.584,2
387,2013-07-12,Office Supplies,Paper,Xerox 216,19.44,3
388,2013-07-12,Office Supplies,Art,Blackstonian Pencils,18.69,7
389,2013-07-12,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",13.86,7
390,2013-07-12,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,13.376,4
391,2013-07-12,Office Supplies,Paper,Xerox 1977,13.36,2
392,2013-08-04,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.976,3
393,2013-08-06,Office Supplies,Binders,Avery Hanging File Binders,4.784,1
394,2013-08-06,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",4.73,1
395,2013-08-07,Furniture,Chairs,"Global Leather Task Chair, Black",287.968,4
396,2013-08-07,Technology,Copiers,Canon PC1060 Personal Laser Copier,2799.96,5
397,2013-08-07,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65,5
398,2013-08-07,Office Supplies,Paper,Xerox 1942,48.94,1
399,2013-08-10,Office Supplies,Binders,GBC Recycled VeloBinder Covers,27.264,2
400,2013-08-10,Office Supplies,Paper,Astroparche Fine Business Paper,10.56,2
401,2013-08-11,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3
402,2013-08-11,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,4
403,2013-08-11,Office Supplies,Binders,GBC VeloBinder Manual Binding System,57.584,2
404,2013-08-11,Office Supplies,Binders,Fellowes Binding Cases,37.44,4
405,2013-08-11,Office Supplies,Labels,Avery 486,14.62,2
406,2013-08-11,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,2
407,2013-08-11,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3
408,2013-08-11,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",12.9,2
409,2013-09-01,Technology,Phones,netTALK DUO VoIP Telephone Service,377.928,9
410,2013-09-01,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5
411,2013-09-02,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,89.97,3
412,2013-09-02,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2
413,2013-09-04,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2
414,2013-09-04,Office Supplies,Paper,Xerox 1923,20.04,3
415,2013-09-04,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",24.7,5
416,2013-09-04,Office Supplies,Paper,Xerox 1931,12.96,2
417,2013-09-05,Office Supplies,Paper,Xerox 1920,17.94,3
418,2013-09-08,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",513.024,2
419,2013-09-08,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,487.92,6
420,2013-09-08,Office Supplies,Binders,Acco Hanging Data Binders,15.24,5
421,2013-09-09,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74,2
422,2013-09-09,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,67.136,4
423,2013-09-09,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,2
424,2013-09-09,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",146.04,1
425,2013-09-09,Office Supplies,Paper,Xerox 1900,34.24,8
426,2013-09-09,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2
427,2013-09-10,Office Supplies,Paper,Xerox 1925,61.96,2
428,2013-09-12,Furniture,Tables,Hon 94000 Series Round Tables,1421.664,6
429,2013-09-12,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,2
430,2013-09-12,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,3
431,2013-09-12,Office Supplies,Paper,Xerox 204,45.36,7
432,2013-09-12,Office Supplies,Art,Newell 341,8.56,2
433,2013-10-04,Furniture,Bookcases,Bush Somerset Collection Bookcase,556.665,5
434,2013-10-05,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",32.04,4
435,2013-10-06,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3
436,2013-10-06,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3
437,2013-10-09,Office Supplies,Binders,VariCap6 Expandable Binder,55.36,4
438,2013-10-11,Technology,Accessories,Logitech Wireless Gaming Headset G930,479.97,3
439,2013-10-12,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",273.92,8
440,2013-11-03,Technology,Phones,Apple iPhone 5,4158.912,8
441,2013-11-03,Technology,Machines,Okidata MB760 Printer,3357.6,3
442,2013-11-03,Office Supplies,Paper,Rediform Voice Mail Log Books,14.9,5
443,2013-11-03,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,3
444,2013-11-04,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,579.51,3
445,2013-11-04,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,150.66,9
446,2013-11-04,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,113.76,3
447,2013-11-04,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",48.032,4
448,2013-11-04,Office Supplies,Paper,Xerox 227,12.96,2
449,2013-11-04,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.2,5
450,2013-11-06,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335.68,4
451,2013-11-06,Office Supplies,Paper,Xerox 226,32.4,5
452,2013-11-06,Office Supplies,Labels,Avery 473,20.7,2
453,2013-11-09,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.784,2
454,2013-11-11,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,4
455,2013-11-11,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",467.46,9
456,2013-11-11,Office Supplies,Storage,File Shuttle I and Handi-File,155.82,7
457,2013-11-11,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,129.92,4
458,2013-11-11,Office Supplies,Paper,Embossed Ink Jet Note Cards,67.71,3
459,2013-11-11,Office Supplies,Paper,Xerox 1933,61.4,5
460,2013-11-11,Office Supplies,Binders,Binding Machine Supplies,70.008,3
461,2013-11-11,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,29.74,1
462,2013-11-11,Office Supplies,Paper,Xerox 1996,32.4,5
463,2013-11-11,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,4
464,2013-11-11,Office Supplies,Art,Newell 338,14.7,5
465,2013-11-11,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",9.98,1
466,2013-11-11,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,5.184,3
467,2013-11-12,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2
468,2013-11-12,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,12
469,2013-12-05,Office Supplies,Paper,Xerox 1920,5.98,1
470,2013-12-06,Furniture,Tables,Bretford Rectangular Conference Table Tops,902.712,3
471,2013-12-09,Technology,Accessories,Logitech P710e Mobile Speakerphone,3347.37,13
472,2013-12-09,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",332.94,3
473,2013-12-09,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,39.872,2
474,2013-12-09,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1
475,2013-12-11,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.152,3
476,2013-12-11,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2
477,2013-12-11,Office Supplies,Binders,Avery Poly Binder Pockets,31.504,11
478,2013-12-11,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,4
479,2013-12-12,Furniture,Tables,Hon Non-Folding Utility Tables,892.136,7
480,2013-12-12,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",363.92,5
481,2013-12-12,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,209.6,5
482,2013-12-12,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,119.96,4
483,2013-12-12,Office Supplies,Binders,GBC Recycled VeloBinder Covers,122.688,9
484,2013-12-12,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,83.42,2
485,2013-12-12,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,50.22,3
486,2013-12-12,Office Supplies,Binders,Recycled Easel Ring Binders,35.808,3
487,2013-12-12,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",30.98,1
488,2013-12-12,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23.32,2
489,2013-12-12,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",5.872,2
490,2014-01-01,Technology,Phones,Adtran 1202752G1,302.376,3
491,2014-01-01,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",38.376,3
492,2014-01-04,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,3
493,2014-01-05,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,2
494,2014-01-05,Office Supplies,Paper,Xerox 1919,163.96,4
495,2014-01-05,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",30.56,4
496,2014-01-05,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,23.24,5
497,2014-01-05,Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78,2
498,2014-01-07,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",435.999,3
499,2014-01-07,Office Supplies,Paper,Xerox 1919,204.95,5
500,2014-01-08,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2
501,2014-01-08,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",36.96,7
502,2014-01-09,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,689.408,4
503,2014-01-09,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,193.95,3
504,2014-01-09,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,6.672,3
505,2014-01-10,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,159.98,2
506,2014-01-12,Furniture,Furnishings,Contemporary Borderless Frame,25.83,3
507,2014-02-01,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",474.43,11
508,2014-02-04,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",482.664,8
509,2014-02-04,Office Supplies,Binders,Fellowes Binding Cases,121.68,13
510,2014-02-04,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4799.984,2
511,2014-02-04,Office Supplies,Labels,Avery 498,5.78,2
512,2014-02-08,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,3
513,2014-02-08,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,54.896,2
514,2014-02-10,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96,2
515,2014-02-10,Office Supplies,Binders,Storex Dura Pro Binders,61.776,13
516,2014-02-10,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,104.75,5
517,2014-02-10,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,4
518,2014-02-10,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44,1
519,2014-02-12,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",629.64,9
520,2014-02-12,Office Supplies,Paper,Xerox 1905,45.36,7
521,2014-02-12,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",10.128,2
522,2014-03-01,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,16.59,1
523,2014-03-02,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,210.58,2
524,2014-03-02,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",239.984,2
525,2014-03-02,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139.04,4
526,2014-03-02,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.26,2
527,2014-03-02,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8,4
528,2014-03-02,Office Supplies,Binders,GBC Durable Plastic Covers,30.96,2
529,2014-03-03,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,479.94,6
530,2014-03-03,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3
531,2014-03-03,Office Supplies,Binders,Catalog Binders with Expanding Posts,107.648,2
532,2014-03-04,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,3
533,2014-03-05,Technology,Accessories,Logitech MX Performance Wireless Mouse,159.56,4
534,2014-03-05,Office Supplies,Art,Newell 34,59.52,3
535,2014-03-05,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.4,5
536,2014-03-05,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",15.7,5
537,2014-03-09,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,511.5,5
538,2014-03-09,Furniture,Tables,Hon 2111 Invitation Series Straight Table,236.528,2
539,2014-03-09,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584,2
540,2014-03-09,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",147.92,5
541,2014-03-09,Office Supplies,Labels,Avery 505,74.0,5
542,2014-03-09,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5
543,2014-03-09,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5
544,2014-03-09,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",9.4,5
545,2014-03-09,Office Supplies,Art,Pencil and Crayon Sharpener,6.57,3
546,2014-03-10,Office Supplies,Storage,Tennsco Double-Tier Lockers,1575.14,7
547,2014-03-10,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,369.16,11
548,2014-03-10,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",112.12,5
549,2014-03-10,Furniture,Furnishings,Dax Clear Box Frame,17.46,2
550,2014-03-11,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,6
551,2014-03-11,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,452.55,7
552,2014-03-11,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",76.58,7
553,2014-03-11,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.1,5
554,2014-03-11,Furniture,Furnishings,Document Clip Frames,25.02,3
555,2014-03-11,Office Supplies,Art,Nontoxic Chalk,8.8,5
556,2014-03-11,Office Supplies,Fasteners,"Super Bands, 12/Pack",5.58,3
557,2014-03-12,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,1159.056,9
558,2014-03-12,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",559.62,9
559,2014-03-12,Office Supplies,Paper,Xerox 1940,109.92,2
560,2014-03-12,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,179.9,5
561,2014-03-12,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3
562,2014-03-12,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,39.992,1
563,2014-03-12,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2
564,2014-03-12,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",10.86,2
565,2014-03-12,Office Supplies,Paper,Xerox 1962,8.56,2
566,2014-03-12,Office Supplies,Binders,Staples,9.024,6
567,2014-03-12,Office Supplies,Art,Prang Dustless Chalk Sticks,10.08,6
568,2014-04-01,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,2022.272,8
569,2014-04-01,Office Supplies,Paper,Xerox 1905,38.88,6
570,2014-04-01,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,9.12,3
571,2014-04-03,Technology,Accessories,Imation Bio 2GB USB Flash Drive Imation Corp,1049.44,8
572,2014-04-03,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,7
573,2014-04-03,Furniture,Chairs,Novimex Turbo Task Chair,170.352,3
574,2014-04-05,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,763.44,8
575,2014-04-05,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2
576,2014-04-05,Office Supplies,Paper,Xerox 2,25.92,4
577,2014-04-05,Office Supplies,Art,Newell 350,22.96,7
578,2014-04-06,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5
579,2014-04-06,Office Supplies,Paper,Xerox 1947,11.96,2
580,2014-04-06,Office Supplies,Binders,UniKeep View Case Binders,3.912,1
581,2014-04-07,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",129.39,3
582,2014-04-07,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4
583,2014-04-08,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,3
584,2014-04-08,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3
585,2014-04-08,Office Supplies,Labels,Avery 473,51.75,5
586,2014-04-09,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,284.97,3
587,2014-04-09,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.666,2
588,2014-04-09,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",82.56,5
589,2014-04-09,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2
590,2014-04-10,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3
591,2014-04-11,Furniture,Tables,Chromcraft Round Conference Tables,1673.184,12
592,2014-04-11,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",486.368,4
593,2014-04-11,Technology,Accessories,Microsoft Sculpt Comfort Mouse,199.75,5
594,2014-04-11,Office Supplies,Paper,Xerox 1992,35.88,6
595,2014-04-12,Office Supplies,Paper,Xerox 1888,166.44,3
596,2014-05-03,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,1
597,2014-05-03,Office Supplies,Art,American Pencil,9.32,4
598,2014-05-05,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",243.16,2
599,2014-05-05,Technology,Phones,Motorola L804,183.96,5
600,2014-05-05,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904,1
601,2014-05-05,Office Supplies,Paper,Things To Do Today Pad,17.61,3
602,2014-05-09,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272,8
603,2014-05-09,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,3
604,2014-05-09,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,2
605,2014-05-09,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",217.85,5
606,2014-05-09,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",421.1,2
