,Order Date,Category,Sub-Category,Product Name,Sales,Quantity,Day,Month,Year
1538,2014-05-31,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4.0,31,5,2014
1539,2014-04-06,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5.0,6,4,2014
1542,2014-07-06,Office Supplies,Storage,Sterilite Show Offs Storage Containers,26.4,5.0,6,7,2014
1547,2014-11-06,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.6,2.0,6,11,2014
1551,2014-12-06,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3.0,6,12,2014
1552,2014-12-06,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3.0,6,12,2014
1553,2014-06-16,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3.0,16,6,2014
1558,2014-06-18,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3.0,18,6,2014
1561,2014-06-20,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",50.32,4.0,20,6,2014
1562,2014-06-20,Office Supplies,Paper,Xerox 1907,24.56,2.0,20,6,2014
1570,2014-06-30,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",130.71,3.0,30,6,2014
1571,2014-06-30,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3.0,30,6,2014
1575,2014-01-07,Office Supplies,Paper,Xerox 1919,204.95,5.0,7,1,2014
1576,2014-04-07,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",129.39,3.0,7,4,2014
1577,2014-04-07,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4.0,7,4,2014
1578,2014-07-07,Furniture,Chairs,"Global Task Chair, Black",122.136,3.0,7,7,2014
1580,2014-09-07,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5.0,7,9,2014
1583,2014-12-07,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.1,5.0,7,12,2014
1585,2014-12-07,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,5.0,7,12,2014
1589,2014-07-15,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,140.97,3.0,15,7,2014
1590,2014-07-15,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",71.92,4.0,15,7,2014
1596,2014-07-18,Office Supplies,Paper,Xerox 221,32.4,5.0,18,7,2014
1597,2014-07-18,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",57.9,5.0,18,7,2014
1600,2014-07-22,Furniture,Chairs,Hon Olson Stacker Stools,225.296,2.0,22,7,2014
1601,2014-07-22,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352,3.0,22,7,2014
1614,2014-01-08,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2.0,8,1,2014
1616,2014-02-08,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",186.54,3.0,8,2,2014
1617,2014-02-08,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,54.896,2.0,8,2,2014
1618,2014-04-08,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,3.0,8,4,2014
1619,2014-04-08,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3.0,8,4,2014
1620,2014-04-08,Office Supplies,Labels,Avery 473,51.75,5.0,8,4,2014
1625,2014-08-08,Technology,Phones,GE DSL Phone Line Filter,159.96,5.0,8,8,2014
1626,2014-08-08,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,55.76,4.0,8,8,2014
1628,2014-08-08,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",31.128,3.0,8,8,2014
1629,2014-08-08,Office Supplies,Paper,Xerox 1881,24.56,2.0,8,8,2014
1633,2014-08-13,Furniture,Furnishings,DAX Wood Document Frame,54.92,4.0,13,8,2014
1634,2014-08-14,Office Supplies,Art,Newell 345,59.52,3.0,14,8,2014
1636,2014-08-14,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3.0,14,8,2014
1637,2014-08-14,Office Supplies,Supplies,Staples,31.92,4.0,14,8,2014
1638,2014-08-14,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",36.024,3.0,14,8,2014
1645,2014-08-18,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3.0,18,8,2014
1646,2014-08-18,Office Supplies,Envelopes,Staples,23.36,2.0,18,8,2014
1650,2014-08-21,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,3.0,21,8,2014
1653,2014-08-21,Office Supplies,Paper,Xerox 203,25.92,4.0,21,8,2014
1656,2014-08-22,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,129.92,4.0,22,8,2014
1657,2014-08-22,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,203.52,3.0,22,8,2014
1658,2014-08-22,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",51.75,5.0,22,8,2014
1666,2014-08-28,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2.0,28,8,2014
1668,2014-08-28,Office Supplies,Paper,White Computer Printout Paper by Universal,116.28,3.0,28,8,2014
1669,2014-08-28,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4,5.0,28,8,2014
1670,2014-08-30,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,148.02,3.0,30,8,2014
1672,2014-01-09,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,193.95,3.0,9,1,2014
1676,2014-03-09,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584,2.0,9,3,2014
1677,2014-03-09,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",147.92,5.0,9,3,2014
1678,2014-03-09,Office Supplies,Labels,Avery 505,74.0,5.0,9,3,2014
1679,2014-03-09,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5.0,9,3,2014
1685,2014-04-09,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",82.56,5.0,9,4,2014
1690,2014-05-09,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",217.85,5.0,9,5,2014
1692,2014-05-09,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,3.0,9,5,2014
1693,2014-05-09,Office Supplies,Storage,"Rogers Jumbo File, Granite",54.32,4.0,9,5,2014
1698,2014-08-09,Furniture,Chairs,Global Low Back Tilter Chair,161.568,2.0,9,8,2014
1699,2014-08-09,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3.0,9,8,2014
1700,2014-08-09,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4.0,9,8,2014
1702,2014-10-09,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3.0,9,10,2014
1703,2014-10-09,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,159.96,4.0,9,10,2014
1711,2014-12-09,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,22.18,2.0,9,12,2014
1712,2014-12-09,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",32.36,4.0,9,12,2014
1715,2014-09-13,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166.44,3.0,13,9,2014
1720,2014-09-16,Furniture,Chairs,"Leather Task Chair, Black",218.352,3.0,16,9,2014
1723,2014-09-16,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,108.96,2.0,16,9,2014
1725,2014-09-16,Furniture,Chairs,Global Deluxe Steno Chair,184.752,3.0,16,9,2014
1730,2014-09-19,Office Supplies,Paper,Xerox 1911,143.7,3.0,19,9,2014
1733,2014-09-20,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,149.95,5.0,20,9,2014
1734,2014-09-20,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23.32,2.0,20,9,2014
1738,2014-09-23,Office Supplies,Supplies,Fiskars Softgrip Scissors,21.96,2.0,23,9,2014
1741,2014-09-24,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,160.96,2.0,24,9,2014
1742,2014-09-24,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,72.96,3.0,24,9,2014
1755,2014-09-30,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2.0,30,9,2014
1757,2014-09-30,Office Supplies,Binders,Binding Machine Supplies,46.672,2.0,30,9,2014
1758,2014-09-30,Office Supplies,Art,Newell 334,99.2,5.0,30,9,2014
1761,2014-01-10,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,159.98,2.0,10,1,2014
1764,2014-02-10,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,104.75,5.0,10,2,2014
1765,2014-02-10,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,4.0,10,2,2014
1769,2014-03-10,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",112.12,5.0,10,3,2014
1771,2014-04-10,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3.0,10,4,2014
1773,2014-06-10,Furniture,Tables,KI Adjustable-Height Table,206.352,3.0,10,6,2014
1774,2014-06-10,Office Supplies,Paper,Xerox 1951,61.96,2.0,10,6,2014
1775,2014-06-10,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",39.92,5.0,10,6,2014
1776,2014-06-10,Furniture,Furnishings,DAX Clear Channel Poster Frame,72.9,5.0,10,6,2014
1777,2014-06-10,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4.0,10,6,2014
1787,2014-09-10,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36.0,2.0,10,9,2014
1788,2014-09-10,Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2.0,10,9,2014
1789,2014-10-10,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",35.2,5.0,10,10,2014
1791,2014-10-13,Office Supplies,Binders,Canvas Sectional Post Binders,101.84,5.0,13,10,2014
1796,2014-10-14,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,31.984,2.0,14,10,2014
1798,2014-10-15,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",46.36,4.0,15,10,2014
1800,2014-10-16,Office Supplies,Paper,Xerox 1919,204.95,5.0,16,10,2014
1801,2014-10-16,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",152.65,5.0,16,10,2014
1802,2014-10-16,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,4.0,16,10,2014
1807,2014-10-20,Office Supplies,Binders,JM Magazine Binder,39.624,3.0,20,10,2014
1808,2014-10-20,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,2.0,20,10,2014
1810,2014-10-20,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,24.368,2.0,20,10,2014
1812,2014-10-21,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,20.928,4.0,21,10,2014
1816,2014-10-28,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,71.96,5.0,28,10,2014
1817,2014-10-28,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4.0,28,10,2014
1821,2014-10-31,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5.0,31,10,2014
1822,2014-10-31,Technology,Phones,Geemarc AmpliPOWER60,148.48,2.0,31,10,2014
1827,2014-03-11,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.1,5.0,11,3,2014
1828,2014-03-11,Furniture,Furnishings,Document Clip Frames,25.02,3.0,11,3,2014
1833,2014-04-11,Technology,Accessories,Microsoft Sculpt Comfort Mouse,199.75,5.0,11,4,2014
1836,2014-07-11,Office Supplies,Paper,Xerox 191,59.94,3.0,11,7,2014
1837,2014-07-11,Office Supplies,Labels,Avery 503,41.4,4.0,11,7,2014
1838,2014-07-11,Office Supplies,Paper,Staples,45.36,4.0,11,7,2014
1839,2014-07-11,Office Supplies,Paper,Astroparche Fine Business Paper,26.4,5.0,11,7,2014
1846,2014-08-11,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,3.0,11,8,2014
1847,2014-08-11,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,21.792,4.0,11,8,2014
1848,2014-10-11,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3.0,11,10,2014
1851,2014-10-11,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2.0,11,10,2014
1856,2014-12-11,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,5.0,11,12,2014
1857,2014-12-11,Furniture,Furnishings,Dax Clear Box Frame,34.92,4.0,11,12,2014
1863,2014-11-14,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5.0,14,11,2014
1864,2014-11-14,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,5.0,14,11,2014
1869,2014-11-17,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,119.94,3.0,17,11,2014
1873,2014-11-17,Office Supplies,Art,Newell 328,23.36,4.0,17,11,2014
1875,2014-11-20,Technology,Phones,Square Credit Card Reader,31.968,4.0,20,11,2014
1879,2014-11-21,Furniture,Furnishings,Coloredge Poster Frame,42.6,3.0,21,11,2014
1881,2014-11-22,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2.0,22,11,2014
1882,2014-11-22,Office Supplies,Binders,Canvas Sectional Post Binders,40.736,2.0,22,11,2014
1889,2014-11-25,Office Supplies,Art,BIC Liqua Brite Liner,27.76,4.0,25,11,2014
1890,2014-11-25,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.088,2.0,25,11,2014
1893,2014-11-26,Technology,Phones,PayAnywhere Card Reader,39.96,5.0,26,11,2014
1901,2014-11-28,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,57.568,4.0,28,11,2014
1902,2014-11-29,Office Supplies,Labels,Round Specialty Laser Printer Labels,62.65,5.0,29,11,2014
1903,2014-01-12,Furniture,Furnishings,Contemporary Borderless Frame,25.83,3.0,12,1,2014
1909,2014-03-12,Office Supplies,Paper,Xerox 1940,109.92,2.0,12,3,2014
1910,2014-03-12,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,179.9,5.0,12,3,2014
1911,2014-03-12,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3.0,12,3,2014
1913,2014-03-12,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2.0,12,3,2014
1918,2014-04-12,Office Supplies,Paper,Xerox 1888,166.44,3.0,12,4,2014
1920,2014-06-12,Office Supplies,Paper,Xerox 1960,92.94,3.0,12,6,2014
1928,2014-09-12,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",128.9,2.0,12,9,2014
1930,2014-09-12,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3.0,12,9,2014
1931,2014-09-12,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,29.79,3.0,12,9,2014
1932,2014-09-12,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5.0,12,9,2014
1933,2014-09-12,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568,2.0,12,9,2014
1937,2014-09-12,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,87.92,4.0,12,9,2014
1938,2014-09-12,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27.15,5.0,12,9,2014
1943,2014-10-12,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,148.257,3.0,12,10,2014
1946,2014-11-12,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4.0,12,11,2014
1947,2014-11-12,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",65.568,2.0,12,11,2014
1948,2014-11-12,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4.0,12,11,2014
1954,2014-12-15,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.7,5.0,15,12,2014
1956,2014-12-15,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3.0,15,12,2014
1957,2014-12-16,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3.0,16,12,2014
1958,2014-12-16,Office Supplies,Appliances,Hoover Commercial SteamVac,54.32,4.0,16,12,2014
1959,2014-12-16,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",22.83,3.0,16,12,2014
1960,2014-12-17,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,189.95,5.0,17,12,2014
1961,2014-12-17,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5.0,17,12,2014
1962,2014-12-17,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184,2.0,17,12,2014
1963,2014-12-17,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,149.95,5.0,17,12,2014
1964,2014-12-17,Office Supplies,Labels,Avery 475,44.4,3.0,17,12,2014
1966,2014-12-17,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,29.95,5.0,17,12,2014
1967,2014-12-17,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2.0,17,12,2014
1968,2014-12-17,Office Supplies,Binders,Prestige Round Ring Binders,24.32,5.0,17,12,2014
1976,2014-12-19,Technology,Accessories,Logitech Illuminated - Keyboard,119.98,2.0,19,12,2014
1978,2014-12-19,Office Supplies,Binders,Binding Machine Supplies,46.672,2.0,19,12,2014
1979,2014-12-19,Office Supplies,Paper,Xerox 213,32.4,5.0,19,12,2014
1983,2014-12-20,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,36.672,2.0,20,12,2014
1985,2014-12-22,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",124.36,2.0,22,12,2014
1991,2014-12-25,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3.0,25,12,2014
1993,2014-12-26,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,3.0,26,12,2014
1999,2014-12-31,Office Supplies,Binders,GBC Binding covers,20.72,2.0,31,12,2014
2004,2011-01-14,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5.0,14,1,2011
2009,2011-01-28,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4.0,28,1,2011
2013,2011-05-02,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4.0,2,5,2011
2014,2011-05-02,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,3.0,2,5,2011
2015,2011-02-13,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,2.0,13,2,2011
2025,2011-03-18,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,111.0,2.0,18,3,2011
2028,2011-03-24,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.48,2.0,24,3,2011
2030,2011-03-25,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,45.48,4.0,25,3,2011
2033,2011-03-26,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.3,3.0,26,3,2011
2034,2011-03-26,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,28.784,2.0,26,3,2011
2035,2011-03-26,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,4.0,26,3,2011
2038,2011-03-30,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666,2.0,30,3,2011
2040,2011-03-31,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,2.0,31,3,2011
2041,2011-01-04,Office Supplies,Labels,Avery 490,29.6,2.0,4,1,2011
2043,2011-03-04,Technology,Accessories,Logitech G600 MMO Gaming Mouse,159.98,2.0,4,3,2011
2044,2011-03-04,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3.0,4,3,2011
2049,2011-06-04,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",65.568,2.0,4,6,2011
2050,2011-06-04,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3.0,4,6,2011
2052,2011-06-04,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2.0,4,6,2011
2060,2011-12-04,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,2.0,4,12,2011
2062,2011-04-15,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76,4.0,15,4,2011
2063,2011-04-15,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2.0,15,4,2011
2068,2011-04-19,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3.0,19,4,2011
2069,2011-04-20,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",59.92,4.0,20,4,2011
2076,2011-04-26,Office Supplies,Art,Newell 347,21.4,5.0,26,4,2011
2083,2011-09-05,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3.0,5,9,2011
2084,2011-09-05,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4.0,5,9,2011
2087,2011-10-05,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,39.96,2.0,5,10,2011
2090,2011-05-13,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,3.0,13,5,2011
2093,2011-05-16,Technology,Accessories,Imation Clip USB flash drive - 8 GB,56.4,3.0,16,5,2011
2095,2011-05-26,Technology,Phones,VTech DS6151,201.584,2.0,26,5,2011
2097,2011-05-26,Technology,Phones,netTALK DUO VoIP Telephone Service,83.984,2.0,26,5,2011
2098,2011-05-26,Furniture,Chairs,Hon Olson Stacker Stools,225.296,2.0,26,5,2011
2106,2011-09-06,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,114.9,5.0,6,9,2011
2108,2011-09-06,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,23.1,2.0,6,9,2011
2113,2011-06-18,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,139.8,5.0,18,6,2011
2115,2011-06-30,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5.0,30,6,2011
2122,2011-09-07,Office Supplies,Paper,Xerox 1967,32.4,5.0,7,9,2011
2123,2011-09-07,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",23.92,4.0,7,9,2011
2135,2011-07-20,Furniture,Furnishings,Nu-Dell Leatherette Frames,43.02,3.0,20,7,2011
2136,2011-07-20,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",22.83,3.0,20,7,2011
2137,2011-07-20,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,2.0,20,7,2011
2138,2011-07-20,Office Supplies,Paper,Xerox 1897,19.92,4.0,20,7,2011
2144,2011-07-21,Office Supplies,Art,Newell 334,99.2,5.0,21,7,2011
2147,2011-07-22,Furniture,Tables,Safco Drafting Table,170.352,3.0,22,7,2011
2152,2011-07-23,Office Supplies,Supplies,Acme Softgrip Scissors,40.7,5.0,23,7,2011
2153,2011-07-23,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3.0,23,7,2011
2155,2011-07-25,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72,4.0,25,7,2011
2163,2011-05-08,Office Supplies,Paper,Xerox 1913,110.96,2.0,8,5,2011
2164,2011-05-08,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98,2.0,8,5,2011
2165,2011-05-08,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",20.94,3.0,8,5,2011
2172,2011-08-08,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2.0,8,8,2011
2176,2011-12-08,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",85.44,3.0,8,12,2011
2177,2011-08-15,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,152.91,3.0,15,8,2011
2178,2011-08-15,Furniture,Chairs,Novimex Fabric Task Chair,195.136,4.0,15,8,2011
2179,2011-08-15,Office Supplies,Paper,Xerox 1925,92.94,3.0,15,8,2011
2180,2011-08-15,Office Supplies,Binders,GBC Durable Plastic Covers,46.44,3.0,15,8,2011
2183,2011-08-19,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2.0,19,8,2011
2184,2011-08-23,Office Supplies,Binders,GBC Linen Binding Covers,49.568,2.0,23,8,2011
2185,2011-08-25,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,5.0,25,8,2011
2186,2011-08-25,Office Supplies,Storage,Portable Personal File Box,48.84,4.0,25,8,2011
2187,2011-08-25,Office Supplies,Paper,Xerox 23,25.92,4.0,25,8,2011
2190,2011-08-27,Technology,Phones,Cisco SPA 501G IP Phone,213.48,3.0,27,8,2011
2191,2011-08-27,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4.0,27,8,2011
2193,2011-08-29,Office Supplies,Paper,Xerox 1940,109.92,2.0,29,8,2011
2195,2011-01-09,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,3.0,9,1,2011
2198,2011-07-09,Office Supplies,Binders,Avery Legal 4-Ring Binder,83.92,5.0,9,7,2011
2199,2011-07-09,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.36,4.0,9,7,2011
2200,2011-07-09,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",20.56,2.0,9,7,2011
2201,2011-08-09,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",56.65,5.0,9,8,2011
2202,2011-08-09,Technology,Accessories,Logitech Wireless Touch Keyboard K400,49.98,2.0,9,8,2011
2206,2011-11-09,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3.0,9,11,2011
