,Order Date,Category,Sub-Category,Product Name,Sales,Quantity,Day,Month,Year
660,2014-08-08,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,55.76,4.0,8,8,2014
662,2014-08-08,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",31.128,3.0,8,8,2014
663,2014-08-08,Office Supplies,Paper,Xerox 1881,24.56,2.0,8,8,2014
666,2014-08-09,Furniture,Chairs,Global Low Back Tilter Chair,161.568,2.0,9,8,2014
667,2014-08-09,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3.0,9,8,2014
668,2014-08-09,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",19.76,4.0,9,8,2014
675,2014-08-11,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,3.0,11,8,2014
676,2014-08-11,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,21.792,4.0,11,8,2014
679,2014-09-03,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",171.2,5.0,3,9,2014
681,2014-09-04,Office Supplies,Paper,Xerox 1942,195.76,4.0,4,9,2014
684,2014-09-05,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,81.08,4.0,5,9,2014
687,2014-09-07,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5.0,7,9,2014
691,2014-09-10,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36.0,2.0,10,9,2014
692,2014-09-10,Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2.0,10,9,2014
697,2014-09-12,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",128.9,2.0,12,9,2014
699,2014-09-12,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3.0,12,9,2014
700,2014-09-12,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,29.79,3.0,12,9,2014
701,2014-09-12,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5.0,12,9,2014
702,2014-09-12,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568,2.0,12,9,2014
706,2014-09-12,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,87.92,4.0,12,9,2014
707,2014-09-12,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27.15,5.0,12,9,2014
711,2014-10-02,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4.0,2,10,2014
713,2014-10-03,Technology,Accessories,Logitech Wireless Headset h800,199.98,2.0,3,10,2014
714,2014-10-03,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,5.0,3,10,2014
716,2014-10-09,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3.0,9,10,2014
717,2014-10-09,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,159.96,4.0,9,10,2014
720,2014-10-10,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",35.2,5.0,10,10,2014
721,2014-10-11,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3.0,11,10,2014
724,2014-10-11,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2.0,11,10,2014
728,2014-10-12,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,148.257,3.0,12,10,2014
731,2014-11-02,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.983,2.0,2,11,2014
732,2014-11-03,Technology,Accessories,Maxell LTO Ultrium - 800 GB,111.96,4.0,3,11,2014
734,2014-11-06,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.6,2.0,6,11,2014
743,2014-11-12,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,95.84,4.0,12,11,2014
744,2014-11-12,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",65.568,2.0,12,11,2014
745,2014-11-12,Office Supplies,Binders,Avery Hole Reinforcements,19.936,4.0,12,11,2014
748,2014-12-04,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5.0,4,12,2014
750,2014-12-06,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3.0,6,12,2014
751,2014-12-06,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3.0,6,12,2014
753,2014-12-07,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.1,5.0,7,12,2014
755,2014-12-07,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",29.8,5.0,7,12,2014
760,2014-12-09,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,22.18,2.0,9,12,2014
761,2014-12-09,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",32.36,4.0,9,12,2014
764,2014-12-11,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,5.0,11,12,2014
765,2014-12-11,Furniture,Furnishings,Dax Clear Box Frame,34.92,4.0,11,12,2014
769,2012-01-13,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4.0,13,1,2012
770,2012-01-13,Office Supplies,Binders,Binding Machine Supplies,70.008,3.0,13,1,2012
772,2011-02-13,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,2.0,13,2,2011
773,2013-02-13,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3.0,13,2,2013
778,2013-03-13,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,5.0,13,3,2013
779,2013-03-13,Office Supplies,Envelopes,Security-Tint Envelopes,30.56,4.0,13,3,2013
780,2013-03-13,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),19.98,2.0,13,3,2013
786,2012-04-13,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,199.96,4.0,13,4,2012
787,2012-04-13,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,75.84,2.0,13,4,2012
788,2012-04-13,Furniture,Furnishings,Flat Face Poster Frame,37.68,2.0,13,4,2012
790,2013-04-13,Office Supplies,Binders,Aluminum Screw Posts,36.624,3.0,13,4,2013
791,2013-04-13,Furniture,Chairs,"Global Geo Office Task Chair, Gray",194.352,3.0,13,4,2013
795,2011-05-13,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,3.0,13,5,2011
804,2012-06-13,Office Supplies,Binders,Aluminum Screw Posts,36.624,3.0,13,6,2012
810,2012-08-13,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3.0,13,8,2012
811,2012-08-13,Office Supplies,Art,50 Colored Long Pencils,50.8,5.0,13,8,2012
813,2014-08-13,Furniture,Furnishings,DAX Wood Document Frame,54.92,4.0,13,8,2014
815,2012-09-13,Office Supplies,Paper,Xerox 1915,209.7,2.0,13,9,2012
817,2012-09-13,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,207.35,5.0,13,9,2012
818,2012-09-13,Furniture,Furnishings,Tensor Computer Mounted Lamp,44.67,3.0,13,9,2012
819,2012-09-13,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,3.0,13,9,2012
820,2014-09-13,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166.44,3.0,13,9,2014
823,2014-10-13,Office Supplies,Binders,Canvas Sectional Post Binders,101.84,5.0,13,10,2014
830,2013-11-13,Technology,Phones,Panasonic KX TS3282W Corded phone,203.976,3.0,13,11,2013
837,2012-12-13,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134.48,4.0,13,12,2012
839,2012-12-13,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",29.2,5.0,13,12,2012
843,2013-12-13,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,3.0,13,12,2013
846,2011-01-14,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5.0,14,1,2011
852,2013-03-14,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",28.28,2.0,14,3,2013
859,2012-05-14,Furniture,Chairs,Novimex Fabric Task Chair,97.568,2.0,14,5,2012
860,2012-05-14,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,122.91,3.0,14,5,2012
862,2014-08-14,Office Supplies,Art,Newell 345,59.52,3.0,14,8,2014
864,2014-08-14,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3.0,14,8,2014
865,2014-08-14,Office Supplies,Supplies,Staples,31.92,4.0,14,8,2014
866,2014-08-14,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",36.024,3.0,14,8,2014
867,2012-09-14,Furniture,Tables,KI Conference Tables,170.136,3.0,14,9,2012
868,2013-10-14,Office Supplies,Binders,GBC Wire Binding Strips,76.176,3.0,14,10,2013
872,2013-10-14,Office Supplies,Paper,Xerox 195,20.04,3.0,14,10,2013
877,2014-10-14,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,31.984,2.0,14,10,2014
878,2014-11-14,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5.0,14,11,2014
879,2014-11-14,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,5.0,14,11,2014
881,2012-12-14,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,55.264,2.0,14,12,2012
882,2012-12-14,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50.0,2.0,14,12,2012
883,2012-12-14,Furniture,Furnishings,Staples,29.22,3.0,14,12,2012
884,2012-12-14,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.248,3.0,14,12,2012
895,2014-01-15,Office Supplies,Paper,Xerox 19,154.9,5.0,15,1,2014
897,2012-02-15,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5.0,15,2,2012
902,2011-04-15,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",187.76,4.0,15,4,2011
903,2011-04-15,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2.0,15,4,2011
915,2013-07-15,Technology,Phones,Panasonic Kx-TS550,110.376,3.0,15,7,2013
916,2013-07-15,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,30.8,4.0,15,7,2013
919,2014-07-15,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,140.97,3.0,15,7,2014
920,2014-07-15,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",71.92,4.0,15,7,2014
924,2011-08-15,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,152.91,3.0,15,8,2011
925,2011-08-15,Furniture,Chairs,Novimex Fabric Task Chair,195.136,4.0,15,8,2011
926,2011-08-15,Office Supplies,Paper,Xerox 1925,92.94,3.0,15,8,2011
927,2011-08-15,Office Supplies,Binders,GBC Durable Plastic Covers,46.44,3.0,15,8,2011
931,2012-08-15,Office Supplies,Storage,Mobile Personal File Cube,70.26,3.0,15,8,2012
939,2014-10-15,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",46.36,4.0,15,10,2014
941,2011-11-15,Office Supplies,Supplies,Acme Box Cutter Scissors,20.46,2.0,15,11,2011
949,2013-12-15,Furniture,Chairs,"Global Task Chair, Black",81.424,2.0,15,12,2013
951,2014-12-15,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.7,5.0,15,12,2014
953,2014-12-15,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",26.25,3.0,15,12,2014
954,2013-01-16,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3.0,16,1,2013
956,2014-01-16,Office Supplies,Art,Newell 347,21.4,5.0,16,1,2014
958,2012-02-16,Office Supplies,Paper,Xerox 1881,36.84,3.0,16,2,2012
963,2013-04-16,Office Supplies,Paper,Xerox 1911,143.7,3.0,16,4,2013
964,2014-04-16,Office Supplies,Paper,Xerox 1883,79.14,3.0,16,4,2014
966,2011-05-16,Technology,Accessories,Imation Clip USB flash drive - 8 GB,56.4,3.0,16,5,2011
967,2014-06-16,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3.0,16,6,2014
973,2013-08-16,Technology,Phones,AT&T 841000 Phone,165.6,3.0,16,8,2013
974,2013-08-16,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4.0,16,8,2013
976,2013-08-16,Technology,Phones,Nokia Lumia 521 (T-Mobile),71.976,3.0,16,8,2013
980,2014-09-16,Furniture,Chairs,"Leather Task Chair, Black",218.352,3.0,16,9,2014
983,2014-09-16,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,108.96,2.0,16,9,2014
985,2014-09-16,Furniture,Chairs,Global Deluxe Steno Chair,184.752,3.0,16,9,2014
987,2011-10-16,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3.0,16,10,2011
990,2014-10-16,Office Supplies,Paper,Xerox 1919,204.95,5.0,16,10,2014
991,2014-10-16,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",152.65,5.0,16,10,2014
992,2014-10-16,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,4.0,16,10,2014
997,2011-11-16,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,79.968,4.0,16,11,2011
1002,2013-11-16,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3.0,16,11,2013
1008,2011-12-16,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2.0,16,12,2011
1010,2014-12-16,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3.0,16,12,2014
1011,2014-12-16,Office Supplies,Appliances,Hoover Commercial SteamVac,54.32,4.0,16,12,2014
1012,2014-12-16,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",22.83,3.0,16,12,2014
1014,2014-01-17,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",27.92,4.0,17,1,2014
1016,2014-03-17,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,140.67,3.0,17,3,2014
1024,2014-04-17,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92,4.0,17,4,2014
1026,2014-04-17,Office Supplies,Appliances,Hoover Commercial SteamVac,40.74,3.0,17,4,2014
1030,2013-06-17,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",46.35,5.0,17,6,2013
1033,2012-07-17,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.466,2.0,17,7,2012
1034,2013-08-17,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28,2.0,17,8,2013
1035,2013-08-17,Office Supplies,Paper,Xerox 1931,32.4,5.0,17,8,2013
1037,2011-09-17,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",182.94,3.0,17,9,2011
1038,2012-09-17,Office Supplies,Paper,Xerox 216,32.4,5.0,17,9,2012
1045,2012-10-17,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2.0,17,10,2012
1048,2011-11-17,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2.0,17,11,2011
1053,2012-11-17,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",80.96,4.0,17,11,2012
1054,2012-11-17,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,36.6,3.0,17,11,2012
1055,2012-11-17,Office Supplies,Paper,Xerox 203,32.4,5.0,17,11,2012
1059,2014-11-17,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,119.94,3.0,17,11,2014
1063,2014-11-17,Office Supplies,Art,Newell 328,23.36,4.0,17,11,2014
1064,2012-12-17,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,204.85,5.0,17,12,2012
1065,2012-12-17,Technology,Phones,Panasonic KX TS3282W Corded phone,135.984,2.0,17,12,2012
1066,2012-12-17,Office Supplies,Binders,Avery Arch Ring Binders,92.96,2.0,17,12,2012
1070,2014-12-17,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,189.95,5.0,17,12,2014
1071,2014-12-17,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5.0,17,12,2014
1072,2014-12-17,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184,2.0,17,12,2014
1073,2014-12-17,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,149.95,5.0,17,12,2014
1074,2014-12-17,Office Supplies,Labels,Avery 475,44.4,3.0,17,12,2014
1076,2014-12-17,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,29.95,5.0,17,12,2014
1077,2014-12-17,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2.0,17,12,2014
1078,2014-12-17,Office Supplies,Binders,Prestige Round Ring Binders,24.32,5.0,17,12,2014
1081,2012-02-18,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",61.06,2.0,18,2,2012
1087,2011-03-18,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,111.0,2.0,18,3,2011
1088,2013-03-18,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2.0,18,3,2013
1094,2012-04-18,Office Supplies,Storage,Advantus Rolling Drawer Organizers,115.44,3.0,18,4,2012
1096,2012-04-18,Office Supplies,Paper,Xerox 19,61.96,2.0,18,4,2012
1098,2014-04-18,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.352,3.0,18,4,2014
1100,2014-04-18,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",28.14,3.0,18,4,2014
1105,2011-06-18,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,139.8,5.0,18,6,2011
1106,2012-06-18,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",51.98,2.0,18,6,2012
1107,2013-06-18,Office Supplies,Paper,Xerox 1914,219.84,4.0,18,6,2013
1109,2013-06-18,Office Supplies,Paper,Xerox 1934,111.96,2.0,18,6,2013
1111,2014-06-18,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3.0,18,6,2014
1113,2013-07-18,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2.0,18,7,2013
1116,2014-07-18,Office Supplies,Paper,Xerox 221,32.4,5.0,18,7,2014
1117,2014-07-18,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",57.9,5.0,18,7,2014
1122,2014-08-18,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3.0,18,8,2014
1123,2014-08-18,Office Supplies,Envelopes,Staples,23.36,2.0,18,8,2014
1128,2012-09-18,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,4.0,18,9,2012
1129,2012-09-18,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,24.4,2.0,18,9,2012
1133,2013-09-18,Technology,Phones,Panasonic Kx-TS550,73.584,2.0,18,9,2013
1134,2013-09-18,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3.0,18,9,2013
1136,2013-10-18,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",120.666,2.0,18,10,2013
1140,2013-11-18,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,49.5,5.0,18,11,2013
1147,2013-02-19,Office Supplies,Paper,Xerox 1880,70.88,2.0,19,2,2013
1148,2014-02-19,Technology,Phones,iHome FM Clock Radio with Lightning Dock,167.976,3.0,19,2,2014
1149,2014-02-19,Technology,Accessories,Memorex Micro Travel Drive 32 GB,109.53,3.0,19,2,2014
1152,2012-03-19,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,4.0,19,3,2012
1160,2011-04-19,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3.0,19,4,2011
1161,2013-05-19,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3.0,19,5,2013
1163,2012-06-19,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3.0,19,6,2012
1169,2011-08-19,Office Supplies,Binders,Satellite Sectional Post Binders,69.456,2.0,19,8,2011
1172,2012-09-19,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,22.96,2.0,19,9,2012
1173,2012-09-19,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",60.84,3.0,19,9,2012
1178,2014-09-19,Office Supplies,Paper,Xerox 1911,143.7,3.0,19,9,2014
1182,2011-10-19,Technology,Phones,Panasonic KX TS208W Corded phone,117.576,3.0,19,10,2011
1183,2011-10-19,Office Supplies,Paper,Xerox 1917,146.73,3.0,19,10,2011
1193,2013-11-19,Office Supplies,Binders,Recycled Premium Regency Composition Covers,61.12,5.0,19,11,2013
1195,2011-12-19,Technology,Phones,Clarity 53712,211.168,4.0,19,12,2011
1196,2011-12-19,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,22.55,5.0,19,12,2011
1204,2013-12-19,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2.0,19,12,2013
1205,2013-12-19,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4.0,19,12,2013
1207,2014-12-19,Technology,Accessories,Logitech Illuminated - Keyboard,119.98,2.0,19,12,2014
1209,2014-12-19,Office Supplies,Binders,Binding Machine Supplies,46.672,2.0,19,12,2014
1210,2014-12-19,Office Supplies,Paper,Xerox 213,32.4,5.0,19,12,2014
1214,2014-02-20,Furniture,Furnishings,Tensor Computer Mounted Lamp,44.67,3.0,20,2,2014
1217,2014-03-20,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,99.54,2.0,20,3,2014
1219,2014-03-20,Technology,Accessories,Logitech Wireless Marathon Mouse M705,199.96,4.0,20,3,2014
1225,2011-04-20,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",59.92,4.0,20,4,2011
1226,2013-04-20,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,73.2,5.0,20,4,2013
1227,2013-04-20,Technology,Phones,PowerGen Dual USB Car Charger,39.96,5.0,20,4,2013
1228,2013-04-20,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4.0,20,4,2013
1235,2014-05-20,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,133.12,5.0,20,5,2014
1239,2012-06-20,Technology,Phones,netTALK DUO VoIP Telephone Service,125.976,3.0,20,6,2012
1242,2014-06-20,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",50.32,4.0,20,6,2014
1243,2014-06-20,Office Supplies,Paper,Xerox 1907,24.56,2.0,20,6,2014
1247,2011-07-20,Furniture,Furnishings,Nu-Dell Leatherette Frames,43.02,3.0,20,7,2011
1248,2011-07-20,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",22.83,3.0,20,7,2011
1249,2011-07-20,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,2.0,20,7,2011
1250,2011-07-20,Office Supplies,Paper,Xerox 1897,19.92,4.0,20,7,2011
1255,2013-07-20,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,35.984,2.0,20,7,2013
1256,2011-09-20,Office Supplies,Appliances,Staples,43.92,4.0,20,9,2011
1257,2011-09-20,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,20.232,3.0,20,9,2011
1258,2011-09-20,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",21.72,4.0,20,9,2011
1265,2014-09-20,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,149.95,5.0,20,9,2014
1266,2014-09-20,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23.32,2.0,20,9,2014
1272,2014-10-20,Office Supplies,Binders,JM Magazine Binder,39.624,3.0,20,10,2014
1273,2014-10-20,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,2.0,20,10,2014
1275,2014-10-20,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,24.368,2.0,20,10,2014
1278,2012-11-20,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",89.696,4.0,20,11,2012
1279,2012-11-20,Office Supplies,Labels,Avery 485,50.12,4.0,20,11,2012
1283,2012-11-20,Furniture,Furnishings,Dana Swing-Arm Lamps,32.04,3.0,20,11,2012
1285,2014-11-20,Technology,Phones,Square Credit Card Reader,31.968,4.0,20,11,2014
1288,2011-12-20,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",155.12,5.0,20,12,2011
1289,2011-12-20,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2.0,20,12,2011
1292,2014-12-20,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,36.672,2.0,20,12,2014
1296,2013-01-21,Furniture,Chairs,Global Super Steno Chair,153.568,2.0,21,1,2013
1298,2014-01-21,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.776,3.0,21,1,2014
1299,2014-01-21,Office Supplies,Art,Staples,24.2,5.0,21,1,2014
1305,2014-02-21,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,215.968,2.0,21,2,2014
1314,2013-06-21,Furniture,Chairs,Hon Valutask Swivel Chairs,161.568,2.0,21,6,2013
1315,2013-06-21,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3.0,21,6,2013
1317,2013-06-21,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78,2.0,21,6,2013
1323,2011-07-21,Office Supplies,Art,Newell 334,99.2,5.0,21,7,2011
1326,2012-08-21,Office Supplies,Paper,Xerox 191,59.94,3.0,21,8,2012
1328,2012-08-21,Office Supplies,Paper,Xerox 1974,23.92,4.0,21,8,2012
1331,2014-08-21,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,3.0,21,8,2014
1334,2014-08-21,Office Supplies,Paper,Xerox 203,25.92,4.0,21,8,2014
1336,2011-09-21,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5.0,21,9,2011
1337,2011-09-21,Office Supplies,Art,Newell 34,59.52,3.0,21,9,2011
